review_id	group_id	category	object_type	object_id	current_state	proposed_state	recommended_action	confidence	evidence_summary	evidence_sources	reason	protected_status	dependency	predicted_impact	review_priority	mandatory	human_decision	human_value	human_note	apply_to_group	member_count	source_detail_file
HBREV-0086	GPR-37B2091B67	GPR	REACTION_GROUP	3NTD4pp;3NTD7pp	EHJ92757_1;EHJ92757_1	EHJ92757.1;EHJ92757.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=3.1.3.5; UniProt=A0A265E125; RBH=MBB3329528.1;GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=3.1.3.5; UniProt=A0A265E125; RBH=MBB3329528.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					2	GPR_PROPOSALS.tsv
HBREV-0087	GPR-4E572CDCBC	GPR	REACTION_GROUP	CTECOAI6;CTECOAI7;CTECOAI8	EHJ92213_1 or EHJ93246_1 or EHJ94459_1 or EHJ94565_1;EHJ92213_1 or EHJ93246_1 or EHJ94459_1 or EHJ94565_1;EHJ92213_1 or EHJ93246_1 or EHJ94459_1 or EHJ94565_1	EHJ92213_1;EHJ92213_1;EHJ92213_1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=CONFLICT; UniProt=; RBH=;GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=CONFLICT; UniProt=; RBH=;GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=CONFLICT; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					3	GPR_PROPOSALS.tsv
HBREV-0088	GPR-529790763D	GPR	REACTION_GROUP	LSERDHr	EHJ93346_1 or EHJ93462_1 or EHJ94668_1	EHJ94668_1 or EHJ94668_1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=CONFLICT; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0089	GPR-581A6F3C5D	GPR	REACTION_GROUP	RHACOAR100;RHACOAR140;RHACOAR60;RHACOAR80	EHJ91389_1;EHJ91389_1;EHJ91389_1;...(+1)	EHJ91389.1;EHJ91389.1;EHJ91389.1;...(+1)	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=1.1.1.100; UniProt=A0A265DY97; RBH=MBB3330059.1;GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=1.1.1.100; UniProt=A0A265DY97; RBH=MBB3330059.1;GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=1.1.1.100; UniProt=A0A265DY97; RBH=MBB3330059.1;GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=1.1.1.100; UniProt=A0A265DY97; RBH=MBB3330059.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					4	GPR_PROPOSALS.tsv
HBREV-0090	GPR-5BFB96D884	GPR	REACTION_GROUP	AACPS7;AACPS9	EHJ91390_1 or EHJ93472_1;EHJ91390_1 or EHJ93472_1	[UNRESOLVED:FF32_10120];[UNRESOLVED:FF32_10120]	REVIEW_GPR	GPR_LOW	GPR_LOW; FAMILY_LEVEL_ONLY; EC=NO_GENE_EC; UniProt=; RBH=;GPR_LOW; FAMILY_LEVEL_ONLY; EC=NO_GENE_EC; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					2	GPR_PROPOSALS.tsv
HBREV-0091	GPR-5DE44E9DCE	GPR	REACTION_GROUP	PFK	EHJ91606_1	EHJ91606.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=2.7.1.90; UniProt=A0A265DZQ0; RBH=MBB3332217.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0092	GPR-5E32AA3317	GPR	REACTION_GROUP	ACTD	EHJ93212_1 or EHJ94103_1	EHJ93212.1 or EHJ94103.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=1.1.99.21; UniProt=A0A265DWW8;A0A265DYY8; RBH=MBB3330290.1;MBB3331855.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0093	GPR-6F0F54040E	GPR	REACTION_GROUP	G1PP	EHJ92796_1	EHJ92796.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=3.8.1.2; UniProt=A0A265E114; RBH=MBB3329450.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0094	GPR-70EA214667	GPR	REACTION_GROUP	HACD1;HACD8	EHJ93247_1 or EHJ94680_1;EHJ93247_1	EHJ93247.1 or EHJ94680.1;EHJ93247.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=1.1.1.157; UniProt=A0A265DWZ3;A0A265E1L2; RBH=MBB3330974.1;MBB3332597.1;GPR_CONFLICT; FAMILY_LEVEL_ONLY; EC=1.1.1.157; UniProt=A0A265DWZ3; RBH=MBB3332597.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					2	GPR_PROPOSALS.tsv
HBREV-0095	GPR-7370973618	GPR	REACTION_GROUP	ASPO6	EHJ92310_1	EHJ93185_1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=EXACT; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0096	GPR-7BE7DCCCFD	GPR	REACTION_GROUP	FACOAE100;FACOAE120;FACOAE140;FACOAE180	EHJ92938_1;EHJ92938_1;EHJ92938_1 or EHJ92982_1;...(+1)	EHJ92938.1;EHJ92938.1;EHJ92938.1 or EHJ92982.1;...(+1)	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=3.1.2.20; UniProt=A0A265E0I6; RBH=MBB3332095.1;GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=3.1.2.20; UniProt=A0A265E0I6; RBH=MBB3332095.1;GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=3.1.2.20; UniProt=A0A265E0E1;A0A265E0I6; RBH=MBB3332095.1;MBB3332338.1;GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=3.1.2.20; UniProt=A0A265E0I6; RBH=MBB3332095.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					4	GPR_PROPOSALS.tsv
HBREV-0097	GPR-822762A790	GPR	REACTION_GROUP	ALLTN	EHJ91652_1 or EHJ92866_1	EHJ91652.1 or EHJ92866.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; FAMILY_LEVEL_ONLY; EC=NO_GENE_EC; UniProt=A0A265DZY4;A0A265E144; RBH=MBB3329390.1;MBB3331508.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0098	GPR-88295F59B0	GPR	REACTION_GROUP	G3PAT120;G3PAT141;G3PAT161	EHJ91390_1;EHJ91390_1;EHJ91390_1	[UNRESOLVED:Csal_0861] or EHJ91400_1;[UNRESOLVED:Csal_0861] or EHJ91400_1;[UNRESOLVED:Csal_0861] or EHJ91400_1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; FAMILY_LEVEL_ONLY; EC=NO_GENE_EC; UniProt=; RBH=;GPR_CONFLICT; FAMILY_LEVEL_ONLY; EC=NO_GENE_EC; UniProt=; RBH=;GPR_CONFLICT; FAMILY_LEVEL_ONLY; EC=NO_GENE_EC; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					3	GPR_PROPOSALS.tsv
HBREV-0099	GPR-962B5F7477	GPR	REACTION_GROUP	ECOAH12	EHJ91463_1	EHJ91463.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=3.1.2.4; UniProt=A0A265DY28; RBH=MBB3331031.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0100	GPR-97EB37F0BF	GPR	REACTION_GROUP	MTHFR3	EHJ94192_1	EHJ94192.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=1.5.1.54; UniProt=A0A265DTL7; RBH=MBB3332184.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0101	GPR-AB8C3B5235	GPR	REACTION_GROUP	HACD1i	EHJ92213_1 or EHJ92231_1 or EHJ93247_1	EHJ92213_1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=CONFLICT; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0102	GPR-B3B0367E6F	GPR	REACTION_GROUP	AHSERL2	EHJ91951_1 or EHJ94589_1	EHJ93185_1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=EXACT; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0103	GPR-B6DC113D0B	GPR	REACTION_GROUP	PTRCabcpp	EHJ92256_1 or EHJ94819_1 or EHJ94858_1 or (EHJ94855_1 and EHJ94858_1) or (EHJ92365_1 and EHJ92366_1 and EHJ92367_1) or (EHJ92365_1 and EHJ92366_1 and EHJ93000_1) or (EHJ92365_1 and EHJ92366_1 and EHJ94819_1) or (EHJ92365_1 and EHJ92366_1 and EHJ92367_1 and EHJ92368_1)	EHJ92256.1 or EHJ92365.1 or EHJ92366.1 or EHJ92367.1 or EHJ92368.1 or EHJ93000.1 or EHJ94819.1 or EHJ94855.1 or EHJ94858.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; STEREOSPECIFICITY_UNRESOLVED; EC=7.6.2.11; UniProt=A0A265DTQ0;A0A265DTS2;A0A265DTV6;A0A265DU40;...(+5); RBH=MBB3329953.1;MBB3329954.1;MBB3329955.1;MBB3329956.1;...(+4)	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0104	GPR-BA9823E14E	GPR	REACTION_GROUP	GLYCLTDy	EHJ92805_1	EHJ91725_1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=NO_GENE_EC; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0105	GPR-BD5F55400E	GPR	REACTION_GROUP	KAT1	EHJ92212_1	EHJ92212.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=2.3.1.16; UniProt=A0ABX4G5G8; RBH=MBB3331773.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0106	GPR-D082AB63D3	GPR	REACTION_GROUP	GLYCTO1	EHJ92332_1 or (EHJ92882_1 and EHJ92883_1 and EHJ92884_1)	[UNRESOLVED:Csal_2687] and EHJ92883_1 and EHJ92884_1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=CONFLICT; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0107	GPR-E6F9F0F638	GPR	REACTION_GROUP	DHDPRx_r	EHJ93904_1	EHJ93904.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; FAMILY_LEVEL_ONLY; EC=1.17.1.8; UniProt=A0A265DZB9; RBH=MBB3330837.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0108	GPR-E92EBB849D	GPR	REACTION_GROUP	PTRCabc	EHJ92256_1 or EHJ92367_1 or EHJ93000_1 or EHJ94819_1 or EHJ94858_1	EHJ92256.1 or EHJ92367.1 or EHJ93000.1 or EHJ94819.1 or EHJ94858.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; STEREOSPECIFICITY_UNRESOLVED; EC=7.6.2.11; UniProt=A0A265DTQ0;A0A265DUJ2;A0A265E0G0;A0A265E1B3;...(+1); RBH=MBB3329954.1;MBB3331272.1;MBB3331351.1;MBB3332356.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0109	GPR-EBFD70D73B	GPR	REACTION_GROUP	NADHPO	EHJ92369_1 or (EHJ92369_1 and EHJ92370_1)	EHJ92369.1 or EHJ92370.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=1.11.1.26; UniProt=A0A265DTW5;A0A265DUS0; RBH=MBB3329897.1;MBB3329898.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0110	GPR-ECD983C323	GPR	REACTION_GROUP	CYSDDS	EHJ94647_1	EHJ94647.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; DIRECTLY_SUPPORTED; EC=3.5.99.7; UniProt=A0A265E1P6; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0111	GPR-FE127475F6	GPR	REACTION_GROUP	FEOXAMR1;FEOXAMR2;FEOXAMR3	EHJ93762_1;EHJ93762_1;EHJ93762_1	[UNRESOLVED:Csal_3257];[UNRESOLVED:Csal_3257];[UNRESOLVED:Csal_3257]	REVIEW_GPR	GPR_LOW	GPR_LOW; FAMILY_LEVEL_ONLY; EC=NO_REACTION_EC; UniProt=; RBH=;GPR_LOW; FAMILY_LEVEL_ONLY; EC=NO_REACTION_EC; UniProt=; RBH=;GPR_LOW; FAMILY_LEVEL_ONLY; EC=NO_REACTION_EC; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					3	GPR_PROPOSALS.tsv
