reaction_id	equation	subsystem	original_gpr	candidate_genes	ec	ko	uniprot_support	rbh_support	reference_support	pathway_support	direction_support	transport_support	gapfill_status	evidence_class	conflict_flag	proposed_action	reason
GLUNpp	gln__L_p + h2o_p --> glu__L_p + nh4_p		EHJ93022_1 or EHJ93902_1		1.4.1.13;1.4.7.1;3.5.1.2;3.5.1.38;4.3.3.6;6.3.4.2;6.3.5.2;6.3.5.4;6.3.5.5						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLUPRT	gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c		EHJ91952_1	EHJ91952_1	2.4.2.14			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GLUR	glu__D_c <=> glu__L_c		EHJ93125_1 or EHJ93477_1	EHJ93125_1	5.1.1.3			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GLUSy	akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c		EHJ93576_1 and EHJ93577_1	EHJ93577_1 and EHJ93576_1	1.4.1.13			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GLUTCOADHc	fad_c + glutcoa_c + h_c --> b2coa_c + co2_c + fadh2_c		EHJ93591_1		1.3.8.6;1.3.99.7						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLUTRR	glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c		EHJ92537_1	EHJ92537_1	1.2.1.70			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GLUTRS	atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c		EHJ93190_1 or EHJ93874_1	EHJ93190_1	6.1.1.-;6.1.1.17;6.1.1.24			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GLUabc	atp_c + glu__L_e + h2o_c --> adp_c + glu__L_c + h_c + pi_c				3.6.3.21						AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLUabcpp	atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c		EHJ94273_1 or EHJ94762_1 or EHJ94763_1 or (EHJ92688_1 and EHJ94762_1) or (EHJ92688_1 and EHJ94763_1) or (EHJ94442_1 and EHJ94443_1 and EHJ94444_1 and EHJ94445_1)	(EHJ94929_1 and EHJ94930_1 and EHJ94931_1) or (EHJ94445_1 and [UNRESOLVED:Csal_0121] and EHJ94443_1 and EHJ94442_1)	3.6.3.21			NO	PARTIAL		AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLUt2rpp	glu__L_p + h_p <=> glu__L_c + h_c		EHJ94382_1 and EHJ94383_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLUt4pp	glu__L_p + na1_p --> glu__L_c + na1_c		EHJ94382_1 and EHJ94383_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLUtex	glu__L_e <=> glu__L_p		EHJ91165_1	[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLXO1	glx_c + h2o_c + nad_c --> 2.0 h_c + nadh_c + oxa_c		EHJ94867_1		1.2.1.3						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYALDDr	glyald_c + h2o_c + nad_c <=> glyc__R_c + 2.0 h_c + nadh_c		EHJ92845_1 or EHJ94683_1 or EHJ94867_1		1.2.1.3						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYAT	accoa_c + gly_c <=> 2aobut_c + coa_c				2.3.1.29;2.3.1.37						AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYBACT1r	coa_c + dhcrncoa_c <=> accoa_c + glybcoa_c		EHJ93884_1 or EHJ94527_1		2.3.1.9						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYBCOAT	glybcoa_c + h2o_c --> coa_c + glyb_c + h_c										AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYBabc	atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c		EHJ92713_1 and EHJ92714_1 and EHJ92715_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYBabcpp	atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c		EHJ91545_1 or (EHJ91834_1 and EHJ91835_1) or (EHJ91834_1 and EHJ91835_1 and EHJ91836_1) or (EHJ91834_1 and EHJ91835_1 and EHJ91836_1 and EHJ91837_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYBt2r	glyb_e + h_e <=> glyb_c + h_c		EHJ92968_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYBt3pp	glyb_c + h_p --> glyb_p + h_c		EHJ92974_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYBtex	glyb_e <=> glyb_p			[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYBti4pp	glyb_p + na1_p --> glyb_c + na1_c		EHJ92717_1 or EHJ94539_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYC2Pabcpp	atp_c + glyc2p_p + h2o_c --> adp_c + glyc2p_c + h_c + pi_c			EHJ93976_1 and EHJ93977_1 and EHJ93978_1 and [UNRESOLVED:HB_MODEL_ID:EHJ93979_1]				NO	COMPLETE_REVIEW		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYC2Ptex	glyc2p_e <=> glyc2p_p			[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYC3Pabc	atp_c + glyc3p_e + h2o_c --> adp_c + glyc3p_c + h_c + pi_c		EHJ94850_1 or (EHJ94836_1 and EHJ94851_1 and EHJ94852_1)		3.6.3.20						AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYC3Pabcpp	atp_c + glyc3p_p + h2o_c --> adp_c + glyc3p_c + h_c + pi_c		EHJ92125_1 and EHJ93976_1 and EHJ93977_1 and EHJ93978_1	EHJ93976_1 and EHJ93977_1 and EHJ93978_1 and [UNRESOLVED:HB_MODEL_ID:EHJ93979_1]	3.6.3.20			NO	COMPLETE_REVIEW		AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYC3Ptex	glyc3p_e <=> glyc3p_p			[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYCK	atp_c + glyc__R_c --> 3pg_c + adp_c + h_c		EHJ92992_1	EHJ92992_1	2.7.1.31			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GLYCL	gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c		EHJ93750_1 or (EHJ91690_1 and EHJ91691_1) or (EHJ91690_1 and EHJ91691_1 and EHJ93181_1) or (EHJ91690_1 and EHJ91693_1 and EHJ93181_1)	EHJ91690_1	1.4.4.2;1.8.1.4;2.1.2.10			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GLYCLTDx	glx_c + h_c + nadh_c --> glyclt_c + nad_c		EHJ91725_1 or EHJ92805_1	EHJ91725_1	1.1.1.26;1.1.1.29;1.1.1.79			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GLYCLTDy	glx_c + h_c + nadph_c --> glyclt_c + nadp_c		EHJ92805_1	EHJ91725_1	1.1.1.79			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GLYCLTt2rpp	glyclt_p + h_p <=> glyclt_c + h_c			EHJ92879_1				YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYCLTtex	glyclt_e <=> glyclt_p			[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYCOLDHpp	glycol_p + h_p + pqq_p --> gcald_p + pqqh2_p		EHJ94603_1								AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYCOLtex	glycol_e <=> glycol_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYCTO1	glyclt_c + o2_c --> glx_c + h2o2_c		EHJ92332_1 or (EHJ92882_1 and EHJ92883_1 and EHJ92884_1)	[UNRESOLVED:Csal_2687] and EHJ92883_1 and EHJ92884_1	1.1.3.15;1.1.99.14;1.1.99.39			NO	CONFLICT		AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYCTO2	glyclt_c + q8_c --> glx_c + q8h2_c		EHJ92882_1 and EHJ92884_1		1.1.99.14						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYCTO3	glyclt_c + mqn8_c --> glx_c + mql8_c		EHJ92332_1 or (EHJ92882_1 and EHJ92884_1)	[UNRESOLVED:Csal_2687] and EHJ92883_1 and EHJ92884_1	1.1.99.14;1.1.99.39			NO	CONFLICT		AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYCTO4	2dmmq8_c + glyclt_c --> 2dmmql8_c + glx_c		EHJ92882_1 and EHJ92884_1	[UNRESOLVED:Csal_2687] and EHJ92883_1 and EHJ92884_1	1.1.99.14			NO	CONFLICT		AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYCtex	glyc_e <=> glyc_p			[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYCtpp	glyc_c <=> glyc_p		spontaneous								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYDHDA	gly_c + h2o_c + nad_c <=> glx_c + h_c + nadh_c + nh4_c		EHJ93794_1		1.4.1.1;1.4.1.10						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYGLNabcpp	atp_c + glygln_p + h2o_c --> adp_c + glygln_c + h_c + pi_c		(EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYGLNtex	glygln_e <=> glygln_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYGLUabcpp	atp_c + glyglu_p + h2o_c --> adp_c + glyglu_c + h_c + pi_c		(EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYGLUtex	glyglu_e <=> glyglu_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYGLYCNc	glygly_c + h2o_c --> 2.0 gly_c		EHJ91286_1 or EHJ93738_1		3.4.11.1;3.4.11.10;3.4.11.2						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYGLYabcpp	atp_c + glygly_p + h2o_c --> adp_c + glygly_c + h_c + pi_c		(EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYGLYtex	glygly_e <=> glygly_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYK	atp_c + glyc_c --> adp_c + glyc3p_c + h_c		EHJ91533_1	EHJ91533_1	2.7.1.30			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GLYK1	atp_c + glyc_c --> adp_c + glyc3p_c + h_c		EHJ91533_1		2.7.1.30						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYMETabcpp	atp_c + glymet_p + h2o_c --> adp_c + glymet_c + h_c + pi_c		(EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYMETtex	glymet_e <=> glymet_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYO1	gly_c + h2o_c + o2_c --> glx_c + h2o2_c + nh4_c		EHJ93044_1		1.4.3.19;1.4.3.3						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYOX	h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c		EHJ91104_1 or EHJ91815_1 or EHJ94818_1	EHJ91815_1	3.1.2.6			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GLYOX3	h2o_c + mthgxl_c --> h_c + lac__D_c		EHJ93099_1		4.2.1.130						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYPHEHYc	glyphe_c + h2o_c --> gly_c + phe__L_c		EHJ91286_1 or EHJ93738_1		3.4.11.2;3.4.13.-;3.4.11.1;3.4.11.10						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYPHEabcpp	atp_c + glyphe_p + h2o_c --> adp_c + glyphe_c + h_c + pi_c		(EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYPHEtex	glyphe_e <=> glyphe_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYSERabcpp	atp_c + glyser_p + h2o_c --> adp_c + glyser_c + h_c + pi_c		(EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYSERtex	glyser_e <=> glyser_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYabc	atp_c + gly_e + h2o_c --> adp_c + gly_c + h_c + pi_c										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYabcpp	atp_c + gly_p + h2o_c --> adp_c + gly_c + h_c + pi_c										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYt4	gly_e + na1_e --> gly_c + na1_c		EHJ94185_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GLYt4pp	gly_p + na1_p --> gly_c + na1_c			EHJ93385_1				NO	COMPLETE_REVIEW		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GLYtex	gly_e <=> gly_p			[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GMPS	atp_c + nh4_c + xmp_c --> amp_c + gmp_c + 2.0 h_c + ppi_c		EHJ91088_1 or EHJ93027_1 or EHJ93523_1		6.3.5.2						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GMPS2	atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c		EHJ91088_1 or EHJ93027_1 or EHJ93523_1	EHJ93523_1	6.3.5.2			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GNK	atp_c + glcn_c --> 6pgc_c + adp_c + h_c		EHJ93229_1	EHJ93229_1	2.7.1.12			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GNP	6pgc_c + h2o_c --> glcn_c + pi_c		EHJ91211_1 or EHJ92796_1		3.8.1.2						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GPDDA1	g3pc_c + h2o_c --> chol_c + glyc3p_c + h_c			EHJ91529_1 or EHJ91906_1	3.1.4.2;3.1.4.46			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GPDDA1_1	g3pc_e + h2o_e --> chol_e + glyc3p_e + h_e		EHJ91906_1 or EHJ92518_1		3.1.4.2						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GPDDA2	g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c			EHJ91529_1 or EHJ91906_1	3.1.4.2;3.1.4.46			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GPDDA2_1	g3pg_e + h2o_e --> glyc3p_e + glyc_e + h_e		EHJ91906_1 or EHJ92518_1								AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GPDDA3	g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c			EHJ91529_1 or EHJ91906_1	3.1.4.46			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GPDDA3_1	g3ps_e + h2o_e --> glyc3p_e + h_e + ser__L_e		EHJ91906_1 or EHJ92518_1								AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GPDDA4	g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c			EHJ91529_1 or EHJ91906_1	3.1.4.46			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GPDDA4_1	g3pg_e + h2o_c --> glyc3p_c + glyc_c + h_c		EHJ91906_1 or EHJ92518_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GPDDA5	g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c		EHJ91529_1 or EHJ91906_1 or EHJ92518_1	EHJ91529_1 or EHJ91906_1	3.1.4.44			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GRTT	grdp_c + ipdp_c --> frdp_c + ppi_c			EHJ94454_1	2.5.1.10			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GRXR	grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c		EHJ91700_1 or EHJ92305_1	EHJ91700_1 or EHJ92305_1	1.8.4.2			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GSNt3pp	gsn_c + h_p --> gsn_p + h_c										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GSNtex	gsn_e <=> gsn_p			[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GSPMDA	gtspmd_c + h2o_c --> gthrd_c + spmd_c				3.5.1.-;3.5.1.78						AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GSPMDS	atp_c + gthrd_c + spmd_c --> adp_c + gtspmd_c + h_c + pi_c				6.3.1.8;6.3.1.9						AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GTHOr	gthox_c + h_c + nadph_c <=> 2.0 gthrd_c + nadp_c		EHJ91751_1	EHJ91751_1	1.8.1.7			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GTHPe	2.0 gthrd_e + h2o2_e --> gthox_e + 2.0 h2o_e		EHJ92631_1		1.11.1.9						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GTHPi	2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c			EHJ92631_1	1.11.1.9			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GTHRDH_syn	gthrd_c + h2o_c --> cgly_c + glu__L_c				3.4.19.-;3.4.19.13						AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GTHRDHpp	gthrd_p + h2o_p --> cgly_p + glu__L_p		EHJ91907_1	[UNRESOLVED:Csal_2329] or [UNRESOLVED:Csal_1012]	3.4.19.-;3.4.19.13;2.3.2.2			NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GTHRDabc2pp	atp_c + gthrd_c + h2o_c --> adp_c + gthrd_p + h_c + pi_c		EHJ92700_1 or (EHJ91883_1 and EHJ93002_1)	EHJ91883_1 and [UNRESOLVED:Csal_1998]				NO	PARTIAL		AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GTHRDabcpp	atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c		EHJ93627_1 and EHJ93629_1 and EHJ93726_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GTHRDt2_1	atp_c + gthrd_e + h2o_c --> adp_c + gthrd_c + h_c + pi_c		EHJ93629_1 or EHJ93724_1 or (EHJ91228_1 and EHJ94930_1) or (EHJ94273_1 and EHJ94930_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
GTHRDtex	gthrd_e <=> gthrd_p			[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
GTHS	atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c		EHJ94213_1	EHJ94213_1	6.3.2.3			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GTPCI	gtp_c + h2o_c --> ahdt_c + for_c + h_c		EHJ91595_1 or EHJ94588_1	EHJ91595_1	3.5.4.16			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
GTPCII	gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c		EHJ91118_1 or EHJ93267_1		3.5.4.25;4.1.99.12						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
